"","x"
"1054","common hardware reference platform for smart networks: management of nfb"
"1055","communication technologies based on voluntary blinks: assessment and
design"
"1056","communication technologies based on voluntary blinks: assessment and design"
"1057","community is key to co-creation: collaboration supports clever designs of plastics-heavy appliances"
"1058","compact and reflective light-sheet microscopy for long-term imaging of
living embryos"
"1059","compact and reflective light-sheet microscopy for long-term imaging of living embryos"
"1060","compact hardware multiple input multiple output channel emulator for wireless local area network 802.11ac"
"1061","compact multifunctional source-meter system for characterisation of
laboratory- scale solar cell devices"
"1062","compact multifunctional source-meter system for characterisation of laboratory-scale solar cell devices"
"1063","comparative analysis of meteorological monitoring using an integrated
low-cost environmental unit based on the internet of things (iot) with
an automatic meteorological station (aws)"
"1064","comparative analysis of meteorological monitoring using an integrated low-cost environmental unit based on the internet of things (iot) with an automatic meteorological station (aws)"
"1065","comparative measurements of mixed radiation fields using liulin and
airdos dosimeters"
"1066","comparative measurements of mixed radiation fields using liulin and airdos dosimeters"
"1067","comparative measurements of solar uv irradiation at the high-mountain stations of beo-moussala (bg) and nao-rozhen (bg)"
"1068","comparative results analysis on positioning with real lte signals and low-cost hardware platforms"
"1069","comparative studies of sor-96 sio2 thin films prepared by spin-coating"
"1070","comparison between moire and holography as photoelastic methods in
stress distribtuion determination"
"1071","comparison of advanced control techniques for motion intention
recognition using emg signals"
"1072","comparison of advanced control techniques for motion intention recognition using emg signals"
"1073","comparison of an open-hardware electroencephalography amplifier with
medical grade device in brain-computer interface applications"
"1074","comparison of an open-hardware electroencephalography amplifier with medical grade device in brain-computer interface applications"
"1075","comparison of aspiration and hormonal therapy for the treatment of
ovarian cysts in cows"
"1076","comparison of different experimental methods for the assessment of the
room's acoustics"
