"","x"
"1184","crowd-sourcing urban air-quality in developing countries through open source technologies"
"1185","crowd-sourcing urban air-quality in developing countries through opensource technologies"
"1186","crypto terminal based on secure element for consumer trusted blockchain transactions"
"1187","crypto terminal based on secure element for consumer trusted blockchaintransactions"
"1188","customizable automatic lower cost feeder using free hardware / software and scrap"
"1189","cut costs with open-source hardware"
"1190","cyber-physical production systems supported by intelligent devices (smartboxes) for industrial processes digitalization"
"1191","cybernarium days 2002 - a public experience of virtual and augmentedworlds"
"1192","damage monitoring of ball bearing"
"1193","data acquisition and industrial control system based on arduino due using open-source hardware and software"
"1194","data acquisition and industrial control system based on arduino dueusing open-source hardware and software"
"1195","data acquisition system for automatic control teaching"
"1196","data acquisition system for automatic control teaching"
"1197","data acquisition system for didactic laboratories based on open-source hardware and free software"
"1198","data acquisition system for didactic laboratories based on open-sourcehardware and free software"
"1199","data descriptor: residential wearable rssi and accelerometer measurements with detailed location annotations"
"1200","data fusion for driver behaviour analysis"
"1201","data fusion for driver behaviour analysis"
"1202","data register and variable monitoring system from water stream in forest and plantation basins"
"1203","data register and variable monitoring system from water stream in forestand plantation basins"
"1204","data sharing or resource contention: toward performance transparency on multicore systems"
"1205","data storage cost reduction by decluttering image and video data: case study of video file decluttering"
"1206","dcp: a new data collection protocol for bluetooth-based sensor networks"
"1207","deaf people feeling music rhythm by using a sensing and actuating device"
"1208","deaf people feeling music rhythm by using a sensing and actuating device"
"1209","decoy systems with low energy bluetooth communication"
"1210","deep learning-based security system powered by low cost hardware and panoramic cameras"
"1211","deep learning-based security system powered by low cost hardware andpanoramic cameras"
"1212","deft: design space exploration for on-the-fly detection of coherencemisses"
"1213","degradation assessment of industrial composites using thermography"
"1214","degradation assessment of industrial composites using thermography"
"1215","delay contributing factors and strategies towards its minimization in iot"
"1216","demo abstract: design and implementation of a low-cost arduino-based high-frequency ac waveform meter board for the raspberry pi"
"1217","demo: hivetracker - 3d positioning for ubiquitous embedded systems"
"1218","demo: hivetracker-3d positioning for ubiquitous embedded systems"
"1219","democratizing production through open source knowledge: from open software to open hardware"
"1220","democratizing production through open source knowledge: from opensoftware to open hardware"
